trial_type,time_elapsed,internal_node_id,bonus,subject,practice,trial,n_pumps,limit,outcome,value,information_seeking,emo_rating_1,winnings,emo_rating_2,stimulus,age,gender,final_outcome,final_fb,emo_diff,missed
balloon-inflate,210052,0.0-7.0-2.0,0,241,FALSE,10,5,2,bust,20,FALSE,-14,0,NA,NA,43,female,bust,FALSE,NA,-3
balloon-inflate,235048,0.0-7.0-2.0,1.2,242,FALSE,10,6,8,bank,20,TRUE,41,1.2,-29,NA,20,female,bank,TRUE,-70,2
balloon-inflate,205852,0.0-7.0-2.0,1.2,243,FALSE,10,6,6,bank,20,TRUE,87,1.2,189,NA,18,female,bank,TRUE,102,0
balloon-inflate,363905,0.0-7.0-2.0,1,244,FALSE,10,5,10,bank,20,TRUE,193,1,10,NA,22,male,bank,TRUE,-183,5
balloon-inflate,248357,0.0-7.0-2.0,0,245,FALSE,10,5,4,bust,20,FALSE,-130,0,NA,NA,49,male,bust,FALSE,NA,-1
balloon-inflate,196380,0.0-7.0-2.0,0,246,FALSE,10,4,2,bust,20,FALSE,-200,0,NA,NA,23,male,bust,FALSE,NA,-2
balloon-inflate,234226,0.0-7.0-2.0,0,247,FALSE,10,5,1,bust,20,FALSE,-142,0,NA,NA,26,female,bust,FALSE,NA,-4
balloon-inflate,245793,0.0-7.0-2.0,1,248,FALSE,10,5,12,bank,20,FALSE,157,1,71,NA,18,male,bank,FALSE,-86,7
balloon-inflate,300772,0.0-7.0-2.0,0,249,FALSE,10,4,2,bust,20,FALSE,-200,0,NA,NA,44,male,bust,FALSE,NA,-2
balloon-inflate,257035,0.0-7.0-2.0,0,250,FALSE,10,12,8,bust,20,FALSE,-94,0,NA,NA,28,male,bust,FALSE,NA,-4
balloon-inflate,185707,0.0-7.0-2.0,0,251,FALSE,10,5,0,bust,20,FALSE,-172,0,NA,NA,25,female,bust,FALSE,NA,-5
balloon-inflate,201879,0.0-7.0-2.0,0.8,252,FALSE,10,4,6,bank,20,TRUE,51,0.8,86,NA,28,male,bank,TRUE,35,2
balloon-inflate,246941,0.0-7.0-2.0,1.4,253,FALSE,10,7,7,bank,20,TRUE,200,1.4,200,NA,48,male,bank,TRUE,0,0
balloon-inflate,237303,0.0-7.0-2.0,0,254,FALSE,10,5,2,bust,20,FALSE,-200,0,NA,NA,19,male,bust,FALSE,NA,-3
balloon-inflate,264686,0.0-7.0-2.0,0.8,255,FALSE,10,4,7,bank,20,FALSE,130,0.8,107,NA,28,female,bank,FALSE,-23,3
balloon-inflate,601378,0.0-7.0-2.0,1.4,256,FALSE,10,7,8,bank,20,TRUE,198,1.4,200,NA,44,male,bank,TRUE,2,1
balloon-inflate,232906,0.0-7.0-2.0,0,257,FALSE,10,8,2,bust,20,FALSE,-200,0,NA,NA,21,female,bust,FALSE,NA,-6
balloon-inflate,213579,0.0-7.0-2.0,0,258,FALSE,10,9,3,bust,20,FALSE,-200,0,NA,NA,50,male,bust,FALSE,NA,-6
balloon-inflate,646649,0.0-7.0-2.0,0,259,FALSE,10,4,1,bust,20,FALSE,-118,0,NA,NA,23,female,bust,FALSE,NA,-3
balloon-inflate,232044,0.0-7.0-2.0,0,260,FALSE,10,5,2,bust,20,FALSE,-200,0,NA,NA,37,female,bust,FALSE,NA,-3
balloon-inflate,192134,0.0-7.0-2.0,1.2,261,FALSE,10,6,6,bank,20,TRUE,104,1.2,129,NA,28,male,bank,TRUE,25,0
balloon-inflate,364257,0.0-7.0-2.0,1,262,FALSE,10,5,11,bank,20,TRUE,-54,1,-200,NA,28,male,bank,TRUE,-146,6
balloon-inflate,237610,0.0-7.0-2.0,0,263,FALSE,10,5,3,bust,20,FALSE,70,0,NA,NA,36,male,bust,FALSE,NA,-2
balloon-inflate,525840,0.0-7.0-2.0,1,264,FALSE,10,5,12,bank,20,TRUE,200,1,200,NA,38,male,bank,TRUE,0,7
balloon-inflate,942093,0.0-7.0-2.0,0,265,FALSE,10,6,0,bust,20,FALSE,-200,0,NA,NA,21,male,bust,FALSE,NA,-6
balloon-inflate,289695,0.0-7.0-2.0,1.2,266,FALSE,10,6,8,bank,20,FALSE,91,1.2,114,NA,25,female,bank,FALSE,23,2
balloon-inflate,276499,0.0-7.0-2.0,0,267,FALSE,10,9,0,bust,20,FALSE,-72,0,NA,NA,21,female,bust,FALSE,NA,-9
balloon-inflate,369698,0.0-7.0-2.0,1.4,268,FALSE,10,7,7,bank,20,FALSE,159,1.4,164,NA,49,female,bank,FALSE,5,0
balloon-inflate,226927,0.0-7.0-2.0,0.8,269,FALSE,10,4,8,bank,20,TRUE,200,0.8,63,NA,39,male,bank,TRUE,-137,4
balloon-inflate,351608,0.0-7.0-2.0,0,270,FALSE,10,8,1,bust,20,FALSE,-200,0,NA,NA,54,male,bust,FALSE,NA,-7
balloon-inflate,453574,0.0-7.0-2.0,0,271,FALSE,10,6,3,bust,20,FALSE,-200,0,NA,NA,45,female,bust,FALSE,NA,-3
balloon-inflate,770712,0.0-7.0-2.0,0,272,FALSE,10,5,4,bust,20,FALSE,-200,0,NA,NA,20,male,bust,FALSE,NA,-1
balloon-inflate,234293,0.0-7.0-2.0,1.2,273,FALSE,10,6,9,bank,20,TRUE,119,1.2,146,NA,18,female,bank,TRUE,27,3
balloon-inflate,452579,0.0-7.0-2.0,0,274,FALSE,10,7,6,bust,20,FALSE,-200,0,NA,NA,20,female,bust,FALSE,NA,-1
balloon-inflate,279194,0.0-7.0-2.0,1.2,275,FALSE,10,6,10,bank,20,TRUE,182,1.2,-200,NA,20,I describe my gender differently,bank,TRUE,-382,4
balloon-inflate,173368,0.0-7.0-2.0,0,276,FALSE,10,6,2,bust,20,FALSE,-49,0,NA,NA,30,male,bust,FALSE,NA,-4
balloon-inflate,274458,0.0-7.0-2.0,0,277,FALSE,10,5,3,bust,20,FALSE,-200,0,NA,NA,49,male,bust,FALSE,NA,-2
balloon-inflate,353156,0.0-7.0-2.0,0,278,FALSE,10,7,2,bust,20,FALSE,-158,0,NA,NA,31,female,bust,FALSE,NA,-5
balloon-inflate,220459,0.0-7.0-2.0,1,279,FALSE,10,5,9,bank,20,TRUE,198,1,-22,NA,24,female,bank,TRUE,-220,4
balloon-inflate,264445,0.0-7.0-2.0,0.6,280,FALSE,10,3,3,bank,20,TRUE,200,0.6,200,NA,53,male,bank,TRUE,0,0
balloon-inflate,320492,0.0-7.0-2.0,0,281,FALSE,10,5,2,bust,20,FALSE,-200,0,NA,NA,50,male,bust,FALSE,NA,-3
balloon-inflate,246742,0.0-7.0-2.0,1,282,FALSE,10,5,9,bank,20,TRUE,200,1,-38,NA,25,female,bank,TRUE,-238,4
balloon-inflate,179524,0.0-7.0-2.0,0,283,FALSE,10,4,3,bust,20,FALSE,-199,0,NA,NA,39,male,bust,FALSE,NA,-1
balloon-inflate,296140,0.0-7.0-2.0,0,284,FALSE,10,5,3,bust,20,FALSE,-200,0,NA,NA,19,male,bust,FALSE,NA,-2
balloon-inflate,517006,0.0-7.0-2.0,0,285,FALSE,10,5,4,bust,20,FALSE,-200,0,NA,NA,19,male,bust,FALSE,NA,-1
balloon-inflate,290157,0.0-7.0-2.0,0,286,FALSE,10,5,1,bust,20,FALSE,-137,0,NA,NA,36,female,bust,FALSE,NA,-4
balloon-inflate,233138,0.0-7.0-2.0,0,287,FALSE,10,7,1,bust,20,FALSE,-200,0,NA,NA,35,male,bust,FALSE,NA,-6
balloon-inflate,238531,0.0-7.0-2.0,0.8,288,FALSE,10,4,11,bank,20,TRUE,72,0.8,-50,NA,32,male,bank,TRUE,-122,7
balloon-inflate,162953,0.0-7.0-2.0,0,289,FALSE,10,5,4,bust,20,FALSE,-162,0,NA,NA,22,male,bust,FALSE,NA,-1
balloon-inflate,302084,0.0-7.0-2.0,0,290,FALSE,10,5,2,bust,20,FALSE,-154,0,NA,NA,23,male,bust,FALSE,NA,-3
balloon-inflate,323390,0.0-7.0-2.0,0,291,FALSE,10,8,2,bust,20,FALSE,-191,0,NA,NA,53,female,bust,FALSE,NA,-6
balloon-inflate,288131,0.0-7.0-2.0,1.4,292,FALSE,10,7,8,bank,20,TRUE,200,1.4,200,NA,54,female,bank,TRUE,0,1
balloon-inflate,222594,0.0-7.0-2.0,0,293,FALSE,10,11,1,bust,20,FALSE,-200,0,NA,NA,21,female,bust,FALSE,NA,-10
balloon-inflate,272334,0.0-7.0-2.0,0.4,294,FALSE,10,2,9,bank,20,TRUE,59,0.4,-84,NA,29,female,bank,TRUE,-143,7
balloon-inflate,357470,0.0-7.0-2.0,1.2,295,FALSE,10,6,7,bank,20,TRUE,180,1.2,176,NA,21,male,bank,TRUE,-4,1
balloon-inflate,373617,0.0-7.0-2.0,1.2,296,FALSE,10,6,6,bank,20,TRUE,96,1.2,173,NA,35,male,bank,TRUE,77,0
balloon-inflate,305626,0.0-7.0-2.0,1.4,297,FALSE,10,7,7,bank,20,TRUE,200,1.4,200,NA,30,female,bank,TRUE,0,0
balloon-inflate,235564,0.0-7.0-2.0,0,298,FALSE,10,6,3,bust,20,FALSE,-138,0,NA,NA,41,male,bust,FALSE,NA,-3
balloon-inflate,292341,0.0-7.0-2.0,1,299,FALSE,10,5,5,bank,20,FALSE,141,1,149,NA,52,female,bank,FALSE,8,0
balloon-inflate,296686,0.0-7.0-2.0,0.6,300,FALSE,10,3,3,bank,20,TRUE,200,0.6,200,NA,33,male,bank,TRUE,0,0
balloon-inflate,310056,0.0-7.0-2.0,1,301,FALSE,10,5,12,bank,20,FALSE,158,1,134,NA,30,female,bank,FALSE,-24,7
balloon-inflate,268633,0.0-7.0-2.0,1.2,302,FALSE,10,6,8,bank,20,TRUE,88,1.2,41,NA,34,male,bank,TRUE,-47,2
balloon-inflate,332617,0.0-7.0-2.0,0.6,303,FALSE,10,3,6,bank,20,TRUE,188,0.6,164,NA,47,female,bank,TRUE,-24,3
balloon-inflate,416514,0.0-7.0-2.0,1.2,304,FALSE,10,6,8,bank,20,FALSE,129,1.2,16,NA,26,I describe my gender differently,bank,FALSE,-113,2
balloon-inflate,319950,0.0-7.0-2.0,0.8,305,FALSE,10,4,11,bank,20,TRUE,200,0.8,0,NA,44,female,bank,TRUE,-200,7
balloon-inflate,374950,0.0-7.0-2.0,0,306,FALSE,10,10,5,bust,20,FALSE,-200,0,NA,NA,51,female,bust,FALSE,NA,-5
balloon-inflate,265390,0.0-7.0-2.0,1.2,307,FALSE,10,6,7,bank,20,TRUE,150,1.2,139,NA,24,male,bank,TRUE,-11,1
balloon-inflate,270266,0.0-7.0-2.0,0.6,308,FALSE,10,3,11,bank,20,TRUE,138,0.6,-106,NA,39,male,bank,TRUE,-244,8
balloon-inflate,273348,0.0-7.0-2.0,1,309,FALSE,10,5,5,bank,20,TRUE,200,1,148,NA,35,female,bank,TRUE,-52,0
balloon-inflate,227468,0.0-7.0-2.0,1.2,310,FALSE,10,6,6,bank,20,TRUE,200,1.2,200,NA,35,male,bank,TRUE,0,0
balloon-inflate,292786,0.0-7.0-2.0,0,311,FALSE,10,5,4,bust,20,FALSE,-53,0,NA,NA,28,male,bust,FALSE,NA,-1
balloon-inflate,585077,0.0-7.0-2.0,1,312,FALSE,10,5,11,bank,20,TRUE,200,1,-200,NA,54,female,bank,TRUE,-400,6
balloon-inflate,219719,0.0-7.0-2.0,0,313,FALSE,10,6,3,bust,20,FALSE,81,0,NA,NA,21,female,bust,FALSE,NA,-3
balloon-inflate,277038,0.0-7.0-2.0,1.4,314,FALSE,10,3,8,bank,20,TRUE,98,1.4,98,NA,18,female,bank,TRUE,0,5
balloon-inflate,248532,0.0-7.0-2.0,0,315,FALSE,10,6,3,bust,20,FALSE,-116,0,NA,NA,25,male,bust,FALSE,NA,-3
balloon-inflate,326306,0.0-7.0-2.0,1.2,316,FALSE,10,6,9,bank,20,TRUE,200,1.2,156,NA,38,female,bank,TRUE,-44,3
balloon-inflate,262228,0.0-7.0-2.0,0,317,FALSE,10,4,1,bust,20,FALSE,-200,0,NA,NA,42,female,bust,FALSE,NA,-3
balloon-inflate,169184,0.0-7.0-2.0,0,318,FALSE,10,6,4,bust,20,FALSE,-200,0,NA,NA,36,male,bust,FALSE,NA,-2
balloon-inflate,363344,0.0-7.0-2.0,1,319,FALSE,10,5,5,bank,20,TRUE,121,1,133,NA,52,female,bank,TRUE,12,0
balloon-inflate,391536,0.0-7.0-2.0,0.8,320,FALSE,10,4,8,bank,20,FALSE,156,0.8,181,NA,33,female,bank,FALSE,25,4
balloon-inflate,227148,0.0-7.0-2.0,0.6,321,FALSE,10,3,12,bank,20,TRUE,171,0.6,53,NA,23,female,bank,TRUE,-118,9
balloon-inflate,237564,0.0-7.0-2.0,1.4,322,FALSE,10,7,10,bank,20,TRUE,200,1.4,-31,NA,27,female,bank,TRUE,-231,3
balloon-inflate,220634,0.0-7.0-2.0,0.6,323,FALSE,10,3,8,bank,20,TRUE,48,0.6,31,NA,26,female,bank,TRUE,-17,5
balloon-inflate,226038,0.0-7.0-2.0,0.8,324,FALSE,10,4,4,bank,20,TRUE,200,0.8,200,NA,23,male,bank,TRUE,0,0
balloon-inflate,494249,0.0-7.0-2.0,0.4,325,FALSE,10,2,8,bank,20,TRUE,47,0.4,-44,NA,28,female,bank,TRUE,-91,6
balloon-inflate,213983,0.0-7.0-2.0,0.8,326,FALSE,10,4,5,bank,20,TRUE,200,0.8,200,NA,21,female,bank,TRUE,0,1
balloon-inflate,220585,0.0-7.0-2.0,1,327,FALSE,10,5,12,bank,20,TRUE,127,1,84,NA,37,male,bank,TRUE,-43,7
balloon-inflate,327031,0.0-7.0-2.0,1.2,328,FALSE,10,6,12,bank,20,TRUE,81,1.2,-6,NA,18,female,bank,TRUE,-87,6
balloon-inflate,235317,0.0-7.0-2.0,1,329,FALSE,10,5,8,bank,20,FALSE,33,1,37,NA,28,female,bank,FALSE,4,3
balloon-inflate,209317,0.0-7.0-2.0,0,330,FALSE,10,6,2,bust,20,FALSE,-200,0,NA,NA,32,male,bust,FALSE,NA,-4
balloon-inflate,264152,0.0-7.0-2.0,0,331,FALSE,10,5,2,bust,20,FALSE,-200,0,NA,NA,36,female,bust,FALSE,NA,-3
balloon-inflate,239227,0.0-7.0-2.0,0,332,FALSE,10,5,2,bust,20,FALSE,-124,0,NA,NA,57,female,bust,FALSE,NA,-3
balloon-inflate,451543,0.0-7.0-2.0,0,333,FALSE,10,9,5,bust,20,FALSE,-200,0,NA,NA,49,female,bust,FALSE,NA,-4
balloon-inflate,499599,0.0-7.0-2.0,1,334,FALSE,10,5,11,bank,20,FALSE,200,1,200,NA,28,female,bank,FALSE,0,6
balloon-inflate,264277,0.0-7.0-2.0,0,335,FALSE,10,7,3,bust,20,FALSE,-80,0,NA,NA,30,female,bust,FALSE,NA,-4
balloon-inflate,306978,0.0-7.0-2.0,0,336,FALSE,10,9,7,bust,20,FALSE,-7,0,NA,NA,40,male,bust,FALSE,NA,-2
balloon-inflate,348669,0.0-7.0-2.0,1.4,337,FALSE,10,7,12,bank,20,TRUE,200,1.4,-42,NA,35,male,bank,TRUE,-242,5
balloon-inflate,258152,0.0-7.0-2.0,0.6,338,FALSE,10,3,8,bank,20,TRUE,140,0.6,1,NA,22,male,bank,TRUE,-139,5
balloon-inflate,259167,0.0-7.0-2.0,0.8,339,FALSE,10,4,5,bank,20,TRUE,10,0.8,-4,NA,28,female,bank,TRUE,-14,1
balloon-inflate,428258,0.0-7.0-2.0,0.8,340,FALSE,10,4,8,bank,20,TRUE,145,0.8,-3,NA,43,male,bank,TRUE,-148,4
balloon-inflate,254062,0.0-7.0-2.0,1.2,341,FALSE,10,6,11,bank,20,TRUE,86,1.2,20,NA,41,male,bank,TRUE,-66,5
balloon-inflate,273510,0.0-7.0-2.0,1.4,342,FALSE,10,7,10,bank,20,TRUE,181,1.4,82,NA,49,female,bank,TRUE,-99,3
balloon-inflate,211010,0.0-7.0-2.0,1,343,FALSE,10,5,5,bank,20,FALSE,123,1,83,NA,35,male,bank,FALSE,-40,0
balloon-inflate,177054,0.0-7.0-2.0,0,344,FALSE,10,4,3,bust,20,FALSE,-200,0,NA,NA,36,female,bust,FALSE,NA,-1
balloon-inflate,384221,0.0-7.0-2.0,0.8,345,FALSE,10,4,12,bank,20,FALSE,131,0.8,144,NA,40,male,bank,FALSE,13,8
balloon-inflate,376672,0.0-7.0-2.0,1,346,FALSE,10,5,5,bank,20,TRUE,127,1,200,NA,27,female,bank,TRUE,73,0
balloon-inflate,462486,0.0-7.0-2.0,1.2,347,FALSE,10,6,6,bank,20,FALSE,181,1.2,168,NA,50,male,bank,FALSE,-13,0
balloon-inflate,365600,0.0-7.0-2.0,1.6,348,FALSE,10,8,9,bank,20,TRUE,200,1.6,200,NA,61,female,bank,TRUE,0,1
balloon-inflate,357626,0.0-7.0-2.0,1.2,349,FALSE,10,6,10,bank,20,TRUE,146,1.2,36,NA,23,male,bank,TRUE,-110,4
balloon-inflate,175920,0.0-7.0-2.0,1,350,FALSE,10,5,12,bank,20,FALSE,200,1,200,NA,32,male,bank,FALSE,0,7
balloon-inflate,305038,0.0-7.0-2.0,1,351,FALSE,10,5,11,bank,20,TRUE,200,1,113,NA,55,female,bank,TRUE,-87,6
balloon-inflate,445413,0.0-7.0-2.0,1.2,352,FALSE,10,6,11,bank,20,FALSE,200,1.2,156,NA,26,female,bank,FALSE,-44,5
balloon-inflate,198427,0.0-7.0-2.0,0.8,353,FALSE,10,4,7,bank,20,TRUE,200,0.8,-50,NA,31,female,bank,TRUE,-250,3
balloon-inflate,253251,0.0-7.0-2.0,1.2,354,FALSE,10,6,9,bank,20,TRUE,143,1.2,127,NA,18,male,bank,TRUE,-16,3
balloon-inflate,253046,0.0-7.0-2.0,0,355,FALSE,10,12,7,bust,20,FALSE,-200,0,NA,NA,19,male,bust,FALSE,NA,-5
balloon-inflate,528779,0.0-7.0-2.0,1.2,356,FALSE,10,6,6,bank,20,FALSE,133,1.2,124,NA,54,male,bank,FALSE,-9,0
balloon-inflate,275597,0.0-7.0-2.0,1.2,357,FALSE,10,6,10,bank,20,TRUE,76,1.2,-26,NA,32,female,bank,TRUE,-102,4
balloon-inflate,255176,0.0-7.0-2.0,0,358,FALSE,10,12,9,bust,20,FALSE,-143,0,NA,NA,45,male,bust,FALSE,NA,-3
balloon-inflate,248512,0.0-7.0-2.0,1.6,359,FALSE,10,8,12,bank,20,TRUE,200,1.6,200,NA,35,female,bank,TRUE,0,4
balloon-inflate,372045,0.0-7.0-2.0,1.4,360,FALSE,10,7,10,bank,20,TRUE,178,1.4,-17,NA,65,female,bank,TRUE,-195,3
balloon-inflate,228111,0.0-7.0-2.0,0,361,FALSE,10,6,0,bust,20,FALSE,-200,0,NA,NA,34,male,bust,FALSE,NA,-6